,Name of Institution,Default Rate: 2 yr
2110,MCCANN SCHOOL OF BUSINESS & TECHNOLOGY,19.3
2111,MERCY HOSPITAL SCHOOL OF NURSING,0.0
2112,NEWPORT BUSINESS INSTITUTE,20.0
2113,PENN COMMERCIAL BUSINESS/TECHNICAL SCHOOL,16.7
2114,KAPLAN CAREER INSTITUTE,30.0
2115,NEWPORT BUSINESS INSTITUTE,6.8
2116,TRIDENT TECHNICAL COLLEGE,12.7
2117,CLINTON JUNIOR COLLEGE,45.9
2118,FORREST COLLEGE,31.5
2119,HORRY - GEORGETOWN TECHNICAL COLLEGE,12.7
2120,TRI-COUNTY TECHNICAL COLLEGE,16.1
2121,UNIVERSITY OF SOUTH CAROLINA - UNION,18.8
2122,AVERA MCKENNAN HOSPITAL,0.0
2123,DAYMAR INSTITUTE,24.5
2124,JACKSON STATE COMMUNITY COLLEGE,0.0
2125,SOUTH COLLEGE,23.7
2126,WEST TENNESSEE BUSINESS COLLEGE,21.8
2127,TEXAS A&M UNIVERSITY SYSTEM HEALTH SCIENCE CENTER,1.1
2128,BAYLOR COLLEGE OF MEDICINE,1.4
2129,UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT HOUSTON,2.1
2130,UNIVERSITY OF TEXAS MEDICAL BRANCH AT GALVESTON,1.2
2131,GALVESTON COLLEGE,12.5
2132,SOUTH TEXAS COLLEGE OF LAW,2.6
2133,CENTRAL VIRGINIA COMMUNITY COLLEGE,0.0
2134,MILLER-MOTTE TECHNICAL COLLEGE,20.2
2135,DABNEY S LANCASTER COMMUNITY COLLEGE,19.6
2136,BELLINGHAM TECHNICAL COLLEGE,14.2
2137,PIERCE COLLEGE,12.7
2138,EDMONDS COMMUNITY COLLEGE,19.5
2139,WALLA WALLA COMMUNITY COLLEGE,18.9
2140,WEST VIRGINIA JUNIOR COLLEGE,3.8
2141,MOUNTAIN STATE COLLEGE,17.3
2142,UNIVERSITY OF WISCONSIN - PARKSIDE,10.4
2143,UNIVERSIDAD ADVENTISTA DE LAS ANTILLAS,18.3
2144,BAYAMON CENTRAL UNIVERSITY,24.1
2145,AMERICAN UNIVERSITY IN CAIRO (THE),8.1
2146,SAINT JAMES MERCY HOSPITAL SCHOOL OF RADIOLOGIC SCIENCES,0.0
2147,FAXTON - SAINT LUKE'S SCHOOL OF RADIOGRAPHY,0.0
2148,SCHOOL OF DIAGNOSTIC IMAGING-CLEVELAND CLINIC HEALTH SYSTEM,0.0
2149,BEAL COLLEGE,22.5
2150,COLLEGE OF WESTCHESTER (THE),14.5
2151,SALT LAKE COMMUNITY COLLEGE,10.6
2152,NEW RIVER COMMUNITY COLLEGE,20.2
2153,BLUEGRASS COMMUNITY & TECHNICAL COLLEGE,21.2
2154,UNIVERSITY OF ARKANSAS COMMUNITY COLLEGE AT MORRILTON,18.8
2155,RIDGEWATER COLLEGE,12.1
2156,LANIER TECHNICAL COLLEGE,0.0
2157,MOULTRIE TECHNICAL COLLEGE,0.0
2158,WIREGRASS GEORGIA TECHNICAL COLLEGE,0.0
2159,HAWAII COMMUNITY COLLEGE,25.0
2160,J F DRAKE STATE TECHNICAL COLLEGE,0.0
2161,MINNESOTA WEST COMMUNITY AND TECHNICAL COLLEGE,14.4
2162,FLINT HILLS TECHNICAL COLLEGE,12.8
2163,NORTH CENTRAL KANSAS TECHNICAL COLLEGE,13.6
2164,NORTHWEST KANSAS TECHNICAL COLLEGE,17.4
2165,SOUTHCENTRAL KENTUCKY COMMUNITY AND TECHNICAL COLLEGE,23.2
2166,GATEWAY COMMUNITY AND TECHNICAL COLLEGE,27.7
2167,CENTRAL MAINE COMMUNITY COLLEGE,15.3
2168,EASTERN MAINE COMMUNITY COLLEGE,13.1
2169,GREATER LOWELL REGIONAL VOCATIONAL TECHNICAL SCHOOL,5.7
2170,TENNESSEE TECHNOLOGY CENTER - COVINGTON,0.0
2171,TENNESSEE COLLEGE OF APPLIED TECHNOLOGY - ELIZABETHTON,0.0
2172,TENNESSEE TECHNOLOGY CENTER AT HARTSVILLE,0.0
2173,TENNESSEE COLLEGE OF APPLIED TECHNOLOGY - NEWBERN,0.0
2174,KIRKSVILLE AREA TECHNICAL CENTER,33.3
2175,WAYNESVILLE CAREER CENTER,18.9
2176,WHITE MOUNTAINS COMMUNITY COLLEGE,14.9
2177,WAUKESHA COUNTY TECHNICAL COLLEGE,14.4
2178,NORTHEAST WISCONSIN TECHNICAL COLLEGE,10.7
2179,CHIPPEWA VALLEY TECHNICAL COLLEGE,10.8
2180,BATES TECHNICAL COLLEGE,24.6
2181,TENNESSEE TECHNOLOGY CENTER AT MCMINNVILLE,0.0
2182,LAKE AREA TECHNICAL INSTITUTE,5.6
2183,PITTSBURGH INSTITUTE OF AERONAUTICS,15.8
2184,TULSA TECHNOLOGY CENTER SCHOOL DISTRICT NO. 18,0.0
2185,RED RIVER TECHNOLOGY CENTER,0.0
2186,NORTH CENTRAL STATE COLLEGE,18.9
2187,COASTAL CAROLINA COMMUNITY COLLEGE,0.0
2188,FORSYTH TECHNICAL COMMUNITY COLLEGE,0.0
2189,CATAWBA VALLEY COMMUNITY COLLEGE,8.2
2190,CAPE FEAR COMMUNITY COLLEGE,10.2
2191,FAYETTE COUNTY CAREER & TECHNICAL INSTITUTE,16.0
2192,CENTRAL PENNSYLVANIA INSTITUTE OF SCIENCE AND TECHNOLOGY,9.8
2193,METRO TECHNOLOGY CENTERS SCHOOL DISTRICT #22,17.7
2194,TENNESSEE COLLEGE OF APPLIED TECHNOLOGY - MORRISTOWN,0.0
2195,TENNESSEE COLLEGE OF APPLIED TECHNOLOGY-MCKENZIE,0.0
2196,TENNESSEE COLLEGE OF APPLIED TECHNOLOGY-LIVINGSTON,0.0
2197,TENNESSEE COLLEGE OF APPLIED TECHNOLOGY-JACKSON,0.0
2198,TENNESSEE COLLEGE OF APPLIED TECHNOLOGY - HOHENWALD,0.0
2199,TENNESSEE COLLEGE OF APPLIED TECHNOLOGY - CRUMP,0.0
2200,TENNESSEE COLLEGE OF APPLIED TECHNOLOGY - ATHENS,0.0
2201,TENNESSEE COLLEGE OF APPLIED TECHNOLOGY - NASHVILLE,28.8
2202,TENNESSEE COLLEGE OF APPLIED TECHNOLOGY-MEMPHIS,0.0
2203,DENMARK TECHNICAL COLLEGE,33.6
2204,YORK COUNTY SCHOOL OF TECHNOLOGY,13.6
2205,SOUTH PUGET SOUND COMMUNITY COLLEGE,18.5
2206,LAKE WASHINGTON INSTITUTE OF TECHNOLOGY,16.7
2207,NORTHEAST STATE COMMUNITY COLLEGE,27.0
2208,TENNESSEE COLLEGE OF APPLIED TECHNOLOGY-SHELBYVILLE,0.0
2209,MID-STATE TECHNICAL COLLEGE,12.4
2210,NICOLET AREA TECHNICAL COLLEGE,17.3
2211,NORTHCENTRAL TECHNICAL COLLEGE,13.3
2212,GATEWAY TECHNICAL COLLEGE,21.7
2213,BLACKHAWK TECHNICAL COLLEGE,16.3
2214,MONMOUTH COUNTY VOCATIONAL SCHOOL DISTRICT,17.0
2215,SOUTH CENTRAL CAREER CENTER,35.1
2216,SIKESTON CAREER AND TECHNOLOGY CENTER,14.2
2217,ROLLA TECHNICAL INSTITUTE CENTER,17.8
2218,POPLAR BLUFF TECHNICAL CAREER CENTER,7.6
2219,SALINE COUNTY CAREER CENTER,5.5
2220,TRUMAN MEDICAL CENTER SCHOOL OF NURSE ANESTHESIA,0.0
2221,RANDOLPH COMMUNITY COLLEGE,0.0
2222,DURHAM TECHNICAL COMMUNITY COLLEGE,0.0
2223,CENTRAL CAROLINA COMMUNITY COLLEGE,0.0
2224,TETERBORO SCHOOL OF AERONAUTICS,25.0
2225,SALEM COMMUNITY COLLEGE,9.2
2226,ALAMANCE COMMUNITY COLLEGE,0.0
2227,RICHMOND COMMUNITY COLLEGE,0.0
2228,SOWELA TECHNICAL COMMUNITY COLLEGE,25.1
2229,NORTHEAST LOUISIANA TECHNICAL COLLEGE,25.1
2230,CAPITAL AREA TECHNICAL COLLEGE,0.0
2231,CENTRAL LOUISIANA TECHNICAL COMMUNITY COLLEGE,25.1
2232,WICHITA AREA TECHNICAL COLLEGE,20.0
2233,SALINA AREA TECHNICAL COLLEGE,18.1
2234,MANHATTAN AREA TECHNICAL COLLEGE,6.2
2235,OKEFENOKEE TECHNICAL COLLEGE,0.0
2236,DIMAN REGIONAL VOCATIONAL TECHNICAL INSTITUTE,0.0
2237,BLUE HILLS REGIONAL TECHNICAL SCHOOL,10.4
2238,SOUTHERN MAINE COMMUNITY COLLEGE,16.8
2239,SOUTH CENTRAL LOUISIANA TECHNICAL COLLEGE,25.1
2240,GRAND RIVER TECHNICAL SCHOOL,0.0
2241,CAPE GIRARDEAU CAREER AND TECHNOLOGY CENTER,10.9
2242,SAINT PAUL COLLEGE - A COMMUNITY & TECHNICAL COLLEGE,21.4
2243,ST. CLOUD TECHNICAL AND COMMUNITY COLLEGE,10.8
2244,PINE TECHNICAL COLLEGE,18.8
2245,SOUTH CENTRAL COLLEGE,14.1
2246,MINNESOTA STATE COMMUNITY AND TECHNICAL COLLEGE,12.6
2247,ALEXANDRIA TECHNICAL AND COMMUNITY COLLEGE,10.3
2248,C H MCCANN TECHNICAL SCHOOL,30.0
2249,LIVELY TECHNICAL CENTER,0.0
2250,LINDSEY HOPKINS TECHNICAL EDUCATION CENTER,0.0
2251,D G ERWIN TECHNICAL CENTER,25.9
2252,AUGUSTA TECHNICAL COLLEGE,0.0
2253,ATHENS TECHNICAL COLLEGE,0.0
2254,ALBANY TECHNICAL COLLEGE,28.0
2255,PINELLAS TECHNICAL EDUCATION CENTER - CLEARWATER CAMPUS,0.0
2256,SARASOTA COUNTY TECHNICAL INSTITUTE,0.0
2257,MANATEE TECHNICAL INSTITUTE,0.0
2258,SOUTHWEST GEORGIA TECHNICAL COLLEGE,0.0
2259,SOUTH GEORGIA TECHNICAL COLLEGE,0.0
2260,SAVANNAH TECHNICAL COLLEGE,0.0
2261,NORTH GEORGIA TECHNICAL COLLEGE,0.0
2262,CHATTAHOOCHEE TECHNICAL COLLEGE,0.0
2263,SOUTHERN CRESCENT TECHNICAL COLLEGE,0.0
2264,GEORGIA PIEDMONT TECHNICAL COLLEGE,0.0
2265,COLUMBUS TECHNICAL COLLEGE,0.0
2266,HACIENDA LA PUENTE ADULT EDUCATION,0.0
2267,SHELTON STATE COMMUNITY COLLEGE,0.0
2268,REID STATE TECHNICAL COLLEGE,0.0
2269,NORTHWEST - SHOALS COMMUNITY COLLEGE,27.1
2270,GEORGE CORLEY WALLACE STATE COMMUNITY COLLEGE - SELMA,0.0
2271,SOUTHEAST ARKANSAS COLLEGE,22.4
2272,UNIVERSITY OF ARKANSAS COMMUNITY COLLEGE AT HOPE,21.7
2273,BEVILL STATE COMMUNITY COLLEGE,0.0
2274,H. COUNCILL TRENHOLM STATE TECHNICAL COLLEGE,0.0
2275,CLOVER PARK TECHNICAL COLLEGE,20.7
2276,OWENS STATE COMMUNITY COLLEGE,20.0
2277,ROWAN-CABARRUS COMMUNITY COLLEGE,0.0
2278,LAKE SUPERIOR COLLEGE,16.7
2279,NORTHWEST TECHNICAL COLLEGE - BEMIDJI,17.1
2280,NORTHERN MAINE COMMUNITY COLLEGE,23.7
2281,CENTRAL GEORGIA TECHNICAL COLLEGE,0.0
2282,AVERA SACRED HEART HOSPITAL SCHOOL OF RADIOLOGIC TECHNOLOGY,0.0
2283,NATIONAL AVIATION ACADEMY - NEW ENGLAND,5.3
2284,LOS ANGELES COUNTY COLLEGE OF NURSING AND ALLIED HEALTH,2.7
2285,BRIDGEPORT HOSPITAL SCHOOL OF NURSING,6.7
2286,SAINT VINCENT'S COLLEGE,6.4
2287,BLESSING HOSPITAL,4.2
2288,TRINITY COLLEGE OF NURSING AND HEALTH SCIENCES,4.4
2289,METHODIST COLLEGE,13.3
2290,SAINT FRANCIS MEDICAL CENTER COLLEGE OF NURSING,3.8
2291,SAINT ELIZABETH SCHOOL OF NURSING,4.7
2292,UNITYPOINT HEALTH-DES MOINES,0.0
2293,MERCY COLLEGE OF HEALTH SCIENCES,5.3
2294,CENTRAL MAINE MEDICAL CENTER COLLEGE OF NURSING AND HEALTH PROFES,1.7
2295,SIGNATURE HEALTHCARE BROCKTON HOSPITAL SCHOOL OF NURSING,8.2
2296,LABOURE COLLEGE,10.6
2297,LAWRENCE MEMORIAL HOSPITAL SCHOOL OF NURSING,5.1
2298,CHAMBERLAIN COLLEGE OF NURSING,7.9
2299,GOLDFARB SCHOOL OF NURSING AT BARNES-JEWISH COLLEGE,3.2
2300,RESEARCH MEDICAL CENTER,2.8
2301,BRYAN COLLEGE OF HEALTH SCIENCES,3.4
2302,NEBRASKA METHODIST COLLEGE OF NURSING & ALLIED HEALTH,3.5
2303,HOLY NAME MEDICAL CENTER SCHOOL OF NURSING,5.2
2304,MONTCLAIR HOSPITAL LLC,1.7
2305,JFK MEDICAL CENTER MUHLENBERG HAROLD B. AND DOROTHY A. SNYDER SCH,5.1
2306,SAINT FRANCIS MEDICAL CENTER,0.0
2307,ARNOT OGDEN MEDICAL CENTER,0.0
2308,PHILLIPS BETH ISRAEL SCHOOL OF NURSING,6.4
2309,COCHRAN SCHOOL OF NURSING SAINT JOHN'S RIVERSIDE HOSP,5.0
2310,CROUSE HOSPITAL COLLEGE OF NURSING,4.3
2311,ELLIS HOSPITAL SCHOOL OF NURSING,3.1
2312,SAINT ELIZABETH MEDICAL CENTER,4.3
2313,SAINT JOSEPH'S COLLEGE OF NURSING AT ST JOSEPH'S HOSPITAL HEALTH,7.4
2314,CABARRUS COLLEGE OF HEALTH SCIENCES,3.4
2315,MERCY SCHOOL OF NURSING,3.3
2316,WATTS SCHOOL OF NURSING,0.0
2317,AULTMAN COLLEGE OF NURSING AND HEALTH SCIENCES,3.1
2318,CHRIST COLLEGE OF NURSING AND HEALTH SCIENCES,0.0
2319,GOOD SAMARITAN COLLEGE OF NURSING AND HEALTH SCIENCE,4.1
2320,TRINITY HEALTH SYSTEM SCHOOL OF NURSING,10.2
2321,CITIZENS SCHOOL OF NURSING,11.6
2322,CONEMAUGH VALLEY MEMORIAL HOSPITAL,5.2
2323,ST MARGARET MEMORIAL HOSPITAL SCHOOL OF NURSING,3.1
2324,OHIO VALLEY GENERAL HOSPITAL SCHOOL OF NURSING,13.0
2325,READING HOSPITAL SCHOOL OF HEALTH SCIENCES,3.4
2326,"ST. LUKE'S HOSPITAL OF BETHLEHEM, PA",3.2
2327,HERITAGE VALLEY HEALTH SYSTEM,4.3
2328,UPMC SHADYSIDE,4.0
2329,SHARON REGIONAL HEALTH SYSTEM SCHOOL OF NURSING,0.0
2330,WASHINGTON HOSPITAL (THE),5.4
2331,WESTERN PENNSYLVANIA HOSPITAL SCHOOL OF NURSING,4.1
2332,SAINT JOSEPH SCHOOL OF NURSING,3.1
2333,BAPTIST HEALTH SYSTEM SCHOOL OF HEALTH PROFESSIONS,0.0
2334,COVENANT SCHOOL OF NURSING AND ALLIED HEALTH,1.0
2335,JEFFERSON COLLEGE OF HEALTH SCIENCES,4.4
2336,BELLIN COLLEGE,1.4
2337,COLLEGE OF DU PAGE,20.0
2338,ANGELINA COLLEGE,0.0
2339,LUTHERAN SCHOOL OF NURSING,10.0
2340,MCGILL UNIVERSITY,1.6
2341,QUEEN'S UNIVERSITY AT KINGSTON,9.0
2342,ST. FRANCIS XAVIER UNIVERSITY,0.0
2343,ST THOMAS UNIVERSITY,0.0
2344,UNIVERSITY OF GUELPH,0.0
2345,UNIVERSITY OF MANITOBA,0.0
2346,UNIVERSITY OF NEW BRUNSWICK (THE),0.0
2347,UNIVERSITY OF OTTAWA,10.0
2348,UNIVERSITY OF TORONTO,3.0
2349,UNIVERSITY OF WINDSOR,13.3
2350,UNIVERSITY OF COPENHAGEN,0.0
2351,UNIVERSITY OF CAMBRIDGE - PEMBROKE COLLEGE,0.0
2352,UNIVERSITY OF LEEDS,10.5
2353,UNIVERSITY OF LONDON - LONDON SCHOOL OF ECONOMICS & POLITICAL SCI,0.0
2354,UNIVERSITY OF LONDON - SCHOOL OF ORIENTAL & AFRICAN STUDIES,0.0
2355,UNIVERSITY OF LONDON - UNIVERSITY COLLEGE LONDON,4.0
2356,UNIVERSITY OF LONDON - SCHOOL OF ADVANCED STUDY,0.0
2357,UNIVERSITY OF LONDON - QUEEN MARY AND WESTFIELD COLLEGE,18.7
2358,UNIVERSITY OF SUSSEX,0.0
2359,UNIVERSITY OF YORK (THE),4.6
2360,UNIVERSITY COLLEGE CORK,0.0
2361,UPPSALA UNIVERSITY,0.0
2362,UNIVERSITY OF GENEVA,12.5
2363,COLLEGE OF ALAMEDA,20.0
2364,CASA LOMA COLLEGE,12.0
2365,VALENCIA COLLEGE,18.8
2366,ILLINOIS CENTRAL COLLEGE,24.7
2367,BROWN MACKIE COLLEGE (THE),23.1
2368,NORTHSHORE TECHNICAL COLLEGE,25.1
2369,UNIVERSITY OF MAINE - AUGUSTA,18.2
2370,MID MICHIGAN COMMUNITY COLLEGE,23.4
2371,COLLEGE FOR CREATIVE STUDIES,10.0
2372,RAINY RIVER COMMUNITY COLLEGE,23.8
2373,FLATHEAD VALLEY COMMUNITY COLLEGE,10.1
2374,GENESEE COMMUNITY COLLEGE,19.4
2375,SCHENECTADY COUNTY COMMUNITY COLLEGE,17.4
2376,CLINTON COMMUNITY COLLEGE - SUNY OFFICE OF COMMUNITY COLLEGES,23.7
2377,TOMPKINS CORTLAND COMMUNITY COLLEGE,25.7
2378,COLUMBIA - GREENE COMMUNITY COLLEGE - SUNY OFFICE OF CMNTY COLLEG,16.1
2379,SUNY COLLEGE AT PURCHASE,7.6
2380,CRAVEN COMMUNITY COLLEGE,12.9
2381,LAKELAND COMMUNITY COLLEGE,20.3
2382,COMMUNITY COLLEGE OF BEAVER COUNTY,11.0
2383,LEHIGH CARBON COMMUNITY COLLEGE,12.1
2384,LUZERNE COUNTY COMMUNITY COLLEGE,11.2
2385,ORANGEBURG - CALHOUN TECHNICAL COLLEGE,11.3
2386,BLUE RIDGE COMMUNITY COLLEGE,11.6
2387,DYERSBURG STATE COMMUNITY COLLEGE,21.7
2388,MOTLOW STATE COMMUNITY COLLEGE,14.4
2389,UNIVERSITE LAVAL,33.3
2390,DALHOUSIE UNIVERSITY,3.5
2391,UNIVERSITY OF EDINBURGH,3.3
2392,UNIVERSITY OF DUBLIN TRINITY COLLEGE,4.5
2393,UNIVERSITY OF CAMBRIDGE - DOWNING COLLEGE,0.0
2394,BISHOP'S UNIVERSITY,14.2
2395,UNITY COLLEGE,6.9
2396,VENTURA COUNTY COMMUNITY COLLEGE DISTRICT OFFICE,0.0
2397,CAMDEN COUNTY COLLEGE,19.1
2398,COLUMBUS STATE COMMUNITY COLLEGE,19.3
2399,THOMAS NELSON COMMUNITY COLLEGE,16.8
2400,MARIAN COURT COLLEGE,17.1
2401,UNIVERSITY OF NEBRASKA MEDICAL CENTER,1.6
2402,GLOUCESTER COUNTY COLLEGE,18.5
2403,MONTGOMERY COLLEGE,11.0
2404,WAUBONSEE COMMUNITY COLLEGE,17.8
2405,LINN-BENTON COMMUNITY COLLEGE,20.0
2406,DALLAS CHRISTIAN COLLEGE,9.0
2407,MID-AMERICA CHRISTIAN UNIVERSITY,16.0
2408,KALAMAZOO VALLEY COMMUNITY COLLEGE,22.0
2409,UNIVERSITY OF SOUTH CAROLINA UPSTATE,7.0
2410,MAYSVILLE COMMUNITY AND TECHNICAL COLLEGE,32.3
2411,JEFFERSON COMMUNITY AND TECHNICAL COLLEGE,21.2
2412,HAZARD COMMUNITY AND TECHNICAL COLLEGE,23.7
2413,CANADA COLLEGE,50.0
2414,LINCOLN UNIVERSITY,27.2
2415,GREAT BASIN COLLEGE,9.8
2416,NAUGATUCK VALLEY COMMUNITY COLLEGE,7.3
2417,SAMUEL MERRITT UNIVERSITY,2.2
2418,CUNY LEHMAN COLLEGE,5.5
2419,LEBANON COLLEGE,5.8
2420,MOUNT SINAI SCHOOL OF MEDICINE,0.7
2421,PAMLICO COMMUNITY COLLEGE,0.0
2422,MIDAMERICA NAZARENE UNIVERSITY,5.4
2423,KETTERING COLLEGE,4.9
2424,CROWLEY'S RIDGE TECHNICAL INSTITUTE,0.0
2425,LOS ANGELES SOUTHWEST COLLEGE,0.0
2426,BELLUS ACADEMY,24.0
2427,DELAWARE TECHNICAL COMMUNITY COLLEGE - OWENS CAMPUS,18.7
2428,MOUNT VERNON NAZARENE UNIVERSITY,5.2
2429,ABINGTON MEMORIAL HOSPITAL DIXON SCHOOL OF NURSING,5.7
2430,EVEREST INSTITUTE,28.6
2431,COLLEGE OF THE MAINLAND,0.0
2432,VIRGINIA HIGHLANDS COMMUNITY COLLEGE,0.0
2433,ESSEX COUNTY COLLEGE,0.0
2434,UNIVERSITY OF PUERTO RICO - RIO PIEDRAS CAMPUS,12.5
2435,SUNY COLLEGE AT OLD WESTBURY,18.0
2436,DELAWARE COUNTY COMMUNITY COLLEGE,13.9
2437,NORTH COUNTRY COMMUNITY COLLEGE,21.9
2438,ARIZONA CHRISTIAN UNIVERSITY,10.0
2439,MOORPARK COLLEGE,12.7
2440,PARKLAND COLLEGE,18.1
2441,REND LAKE COLLEGE,25.9
2442,DES MOINES AREA COMMUNITY COLLEGE,15.4
2443,FAITH BAPTIST BIBLE COLLEGE & THEOLOGICAL SEMINARY,2.0
2444,NEWBERRY SCHOOL OF BEAUTY,7.1
2445,LYLE'S COLLEGE OF BEAUTY,0.0
2446,BRYAN UNIVERSITY,13.3
2447,LINCOLN LAND COMMUNITY COLLEGE,19.0
2448,KIRTLAND COMMUNITY COLLEGE,20.7
2449,WESTERN SEMINARY,0.0
2450,NORTH ADRIAN'S BEAUTY COLLEGE,27.8
2451,WYOTECH,31.7
2452,NORTHAMPTON COUNTY AREA COMMUNITY COLLEGE,16.1
2453,SALON SUCCESS ACADEMY,9.2
2454,MODERN BEAUTY ACADEMY - OXNARD,11.9
2455,UNIVERSITY OF PUERTO RICO - CAYEY UNIVERSITY COLLEGE,12.5
2456,UNIVERSITY OF PUERTO RICO - ARECIBO,12.5
2457,WESTERN BEAUTY INSTITUTE,13.0
2458,HEALD COLLEGE,12.6
2459,FEDERICO BEAUTY INSTITUTE,5.0
2460,SOUTHWEST VIRGINIA COMMUNITY COLLEGE,0.0
2461,HOLY CROSS COLLEGE,6.9
2462,MESIVTA TORAH VODAATH RABBINICAL SEMINARY,0.0
2463,CARL SANDBURG COLLEGE,12.3
2464,PIMA COUNTY COMMUNITY COLLEGE,23.4
2465,CUNY BERNARD M. BARUCH COLLEGE,3.2
2466,EASTERN GATEWAY COMMUNITY COLLEGE,0.0
2467,SAINT MEINRAD SCHOOL OF THEOLOGY,0.0
2468,HAWAII PACIFIC UNIVERSITY,5.3
2469,CENTRAL ARIZONA COLLEGE,23.5
2470,BRAZOSPORT COLLEGE,23.2
2471,CENTRAL WYOMING COLLEGE,25.1
2472,ST. LUKE'S COLLEGE,1.1
2473,COLEMAN UNIVERSITY,17.2
2474,REDSTONE COLLEGE,15.9
2475,ELI WHITNEY TECHNICAL HIGH SCHOOL,0.0
2476,LINCOLN TECHNICAL INSTITUTE,24.0
2477,CULINARY INSTITUTE OF AMERICA,9.3
2478,PORTER AND CHESTER INSTITUTE OF BRANFORD,16.4
2479,WINDHAM TECHNICAL HIGH SCHOOL,0.0
2480,WESTERN IOWA TECH COMMUNITY COLLEGE,18.7
2481,ITT TECHNICAL INSTITUTE,22.5
2482,INTERNATIONAL BEAUTY SCHOOL,21.8
2483,ANOKA TECHNICAL COLLEGE,12.3
2484,BROWN COLLEGE,21.2
2485,MEDTECH COLLEGE,19.8
2486,MARINELLO SCHOOLS OF BEAUTY,17.5
2487,MARINELLO SCHOOL OF BEAUTY,29.7
2488,AUSTIN'S SCHOOL OF SPA TECHNOLOGY,8.5
2489,ISLAND DRAFTING & TECHNICAL INSTITUTE,10.2
2490,LONG ISLAND BEAUTY SCHOOL,14.1
2491,LONG ISLAND BEAUTY SCHOOL,19.0
2492,BEAUTY SCHOOL OF MIDDLETOWN,6.9
2493,BERKELEY COLLEGE,19.2
2494,MANDL SCHOOL,27.4
2495,WOOD TOBE - COBURN SCHOOL,24.8
2496,ANTONELLI INSTITUTE,9.1
2497,KAPLAN CAREER INSTITUTE,29.6
2498,PITTSBURGH TECHNICAL INSTITUTE,17.5
2499,FOUNTAINHEAD COLLEGE OF TECHNOLOGY,23.2
2500,DEL-MAR-VA BEAUTY ACADEMY,16.6
2501,PAIER COLLEGE OF ART,10.7
2502,COLLEGE OF VISUAL ARTS,6.3
2503,AMERICAN ACADEMY OF DRAMATIC ARTS,19.6
2504,LIM COLLEGE,7.7
2505,SCHOOL OF VISUAL ARTS,7.7
2506,HUSSIAN SCHOOL OF ART,7.8
2507,ART INSTITUTE OF PITTSBURGH (THE),23.3
2508,CHOFFIN CAREER & TECHNICAL CENTER,2.0
2509,MARINELLO SCHOOLS OF BEAUTY,13.1
2510,SANFORD-BROWN COLLEGE,26.3
2511,NEWBURY COLLEGE,10.7
2512,NEW ENGLAND INSTITUTE OF ART (THE),14.5
2513,KAPLAN CAREER INSTITUTE,32.9
2514,TESST COLLEGE OF TECHNOLOGY,32.0
2515,VATTEROTT COLLEGE,13.1
2516,BERKELEY COLLEGE,20.1
2517,LINCOLN TECHNICAL INSTITUTE,32.1
2518,APEX TECHNICAL SCHOOL,31.0
2519,CONTINENTAL SCHOOL OF BEAUTY CULTURE,15.2
2520,SUWANNEE-HAMILTON TECHNICAL CENTER,0.0
2521,WASHINGTON HOLMES TECHNICAL CENTER,0.0
2522,CHESTER COUNTY INTERMEDIATE UNIT PRACTICAL NURSING PROGRAM,17.1
2523,ACADEMY OF ART UNIVERSITY,11.1
2524,FINGER LAKES COMMUNITY COLLEGE - SUNY OFFICE OF COMMUNITY COLLEGE,20.5
2525,COSUMNES RIVER COLLEGE,19.1
2526,MISSOURI BAPTIST UNIVERSITY,7.2
2527,APPALACHIAN BIBLE COLLEGE,6.3
2528,LINCOLN COLLEGE OF TECHNOLOGY,36.2
2529,WESTWOOD COLLEGE - DENVER NORTH,23.2
2530,COYNE COLLEGE,32.4
2531,LAKES REGION COMMUNITY COLLEGE,15.5
2532,FORT MYERS INSTITUTE OF TECHNOLOGY,0.0
2533,RIVER VALLEY COMMUNITY COLLEGE,10.7
2534,HELENA COLLEGE UNIVERSITY OF MONTANA,10.5
2535,AMERICAN MUSICAL & DRAMATIC ACADEMY,19.2
2536,EMPIRE BEAUTY SCHOOL,16.3
2537,HUNTINGTON SCHOOL OF BEAUTY CULTURE,43.2
2538,AIMS COMMUNITY COLLEGE,16.5
2539,CAPRI COLLEGE,7.7
2540,PARISIAN BEAUTY ACADEMY,8.5
2541,HOCKING TECHNICAL COLLEGE,20.0
2542,INTERNATIONAL BEAUTY SCHOOL,13.6
2543,NORTHEASTERN TECHNICAL COLLEGE,0.0
2544,EVEREST COLLEGE,36.9
2545,CONCORDE CAREER COLLEGE,17.2
2546,EQ SCHOOL OF HAIR DESIGN,10.4
2547,CARNEGIE INSTITUTE,7.2
2548,UNIVERSITY OF BRISTOL,11.7
2549,CAPITAL COMMUNITY COLLEGE,8.1
2550,FAYETTEVILLE TECHNICAL COMMUNITY COLLEGE,17.8
2551,LAKE LAND COLLEGE,20.0
2552,ROCKY MOUNTAIN COLLEGE OF ART & DESIGN,17.2
2553,AMERICAN COLLEGE OF HAIRSTYLING-CEDAR RAPIDS,30.0
2554,AMERICAN COLLEGE OF HAIRSTYLING-DES MOINES,26.3
2555,LA' JAMES COLLEGE OF HAIRSTYLING,17.5
2556,SOUTHWEST WISCONSIN TECHNICAL COLLEGE,12.5
2557,SPARTAN COLLEGE OF AERONAUTICS AND TECHNOLOGY,25.2
